GENE PRODUCT DB	GENE PRODUCT ID	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q8LBL5	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8LBL5	GO:0071596	ubiquitin-dependent protein catabolic process via the N-end rule pathway	P
UniProtKB	Q8LD27	GO:0010499	proteasomal ubiquitin-independent protein catabolic process	P
UniProtKB	Q8LD27	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8LEU3	GO:0010304	PSII associated light-harvesting complex II catabolic process	P
UniProtKB	Q8LF97	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8LG11	GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	P
UniProtKB	Q8LGU6	GO:0031145	anaphase-promoting complex-dependent catabolic process	P
UniProtKB	Q8LPI5	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8LPL5	GO:0031145	anaphase-promoting complex-dependent catabolic process	P
UniProtKB	Q8LPQ5	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8RUC6	GO:0019941	modification-dependent protein catabolic process	P
UniProtKB	Q8RUC6	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8RWB8	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8RWE7	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8RWF0	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8RWQ8	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8RWQ9	GO:0051603	proteolysis involved in cellular protein catabolic process	P
UniProtKB	Q8RWU5	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8RWU5	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8RWU7	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8RXD3	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8RXF2	GO:0071712	ER-associated misfolded protein catabolic process	P
UniProtKB	Q8RXF2	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8RXF2	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8S8F2	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8VWK0	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8VY10	GO:0044257	cellular protein catabolic process	P
UniProtKB	Q8VY89	GO:0031145	anaphase-promoting complex-dependent catabolic process	P
UniProtKB	Q8VYC8	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8VYS0	GO:0051603	proteolysis involved in cellular protein catabolic process	P
UniProtKB	Q8VYT5	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8VZ14	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8VZ96	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	Q8VZC9	GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	P
UniProtKB	Q8VZK0	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8VZS9	GO:0031145	anaphase-promoting complex-dependent catabolic process	P
UniProtKB	Q8VZU9	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	Q8W104	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8W104	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8W206	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8W468	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8W4N3	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8W4Q5	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8W575	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q8W585	GO:0010304	PSII associated light-harvesting complex II catabolic process	P
UniProtKB	Q93VC9	GO:0051603	proteolysis involved in cellular protein catabolic process	P
UniProtKB	Q93XZ6	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q93Y35	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	Q93Y37	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	Q93ZA0	GO:0010304	PSII associated light-harvesting complex II catabolic process	P
UniProtKB	Q93ZA0	GO:0010304	PSII associated light-harvesting complex II catabolic process	P
UniProtKB	Q93ZG3	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	Q940X7	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q949V6	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q94A97	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q94B08	GO:0051603	proteolysis involved in cellular protein catabolic process	P
UniProtKB	Q94B60	GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	P
UniProtKB	Q94F47	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q94K85	GO:0051603	proteolysis involved in cellular protein catabolic process	P
UniProtKB	Q9C5A4	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9C5D2	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9C626	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9C774	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9C776	GO:0016598	protein arginylation	P
UniProtKB	Q9C8X7	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9C9Y7	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9CA55	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FDX1	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FE83	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FF66	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FF66	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FF81	GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	P
UniProtKB	Q9FFB6	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FFF9	GO:0031145	anaphase-promoting complex-dependent catabolic process	P
UniProtKB	Q9FFG2	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FFK2	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	Q9FFN9	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FFP1	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FFT1	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FG51	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FG93	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	Q9FGI1	GO:1990116	ribosome-associated ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FGM0	GO:0010304	PSII associated light-harvesting complex II catabolic process	P
UniProtKB	Q9FGN3	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FGN4	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FGR9	GO:0051603	proteolysis involved in cellular protein catabolic process	P
UniProtKB	Q9FGY9	GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	P
UniProtKB	Q9FH02	GO:0010304	PSII associated light-harvesting complex II catabolic process	P
UniProtKB	Q9FH28	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	Q9FH99	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FHB4	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FHK0	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FHK0	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FHQ6	GO:0019941	modification-dependent protein catabolic process	P
UniProtKB	Q9FHQ6	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FHS5	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9FHT7	GO:0006511	ubiquitin-dependent protein catabolic process	P
