GENE PRODUCT DB	GENE PRODUCT ID	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q9FLA5	GO:0009832	plant-type cell wall biogenesis	P
UniProtKB	Q9FLG1	GO:0045493	xylan catabolic process	P
UniProtKB	Q9FLG1	GO:0045493	xylan catabolic process	P
UniProtKB	Q9FMA0	GO:0009828	plant-type cell wall loosening	P
UniProtKB	Q9FME5	GO:0052324	plant-type cell wall cellulose biosynthetic process	P
UniProtKB	Q9FMP8	GO:0009920	cell plate formation involved in plant-type cell wall biogenesis	P
UniProtKB	Q9FNQ2	GO:0052543	callose deposition in cell wall	P
UniProtKB	Q9FVR3	GO:0009833	plant-type primary cell wall biogenesis	P
UniProtKB	Q9FWY9	GO:0071668	plant-type cell wall assembly	P
UniProtKB	Q9FX31	GO:0009828	plant-type cell wall loosening	P
UniProtKB	Q9FXA7	GO:0010306	rhamnogalacturonan II biosynthetic process	P
UniProtKB	Q9FXG3	GO:1990937	xylan acetylation	P
UniProtKB	Q9FXG3	GO:0045492	xylan biosynthetic process	P
UniProtKB	Q9FXG3	GO:0009834	plant-type secondary cell wall biogenesis	P
UniProtKB	Q9FXG3	GO:0010411	xyloglucan metabolic process	P
UniProtKB	Q9FXG3	GO:0009834	plant-type secondary cell wall biogenesis	P
UniProtKB	Q9FXG3	GO:0009834	plant-type secondary cell wall biogenesis	P
UniProtKB	Q9FXG3	GO:0045492	xylan biosynthetic process	P
UniProtKB	Q9FXG3	GO:0045491	xylan metabolic process	P
UniProtKB	Q9FXG3	GO:0045491	xylan metabolic process	P
UniProtKB	Q9FXG3	GO:0009834	plant-type secondary cell wall biogenesis	P
UniProtKB	Q9FXG3	GO:1990937	xylan acetylation	P
UniProtKB	Q9FYG0	GO:0009834	plant-type secondary cell wall biogenesis	P
UniProtKB	Q9FYG0	GO:0045492	xylan biosynthetic process	P
UniProtKB	Q9FYG0	GO:0009827	plant-type cell wall modification	P
UniProtKB	Q9FZ37	GO:0045492	xylan biosynthetic process	P
UniProtKB	Q9FZ97	GO:0045491	xylan metabolic process	P
UniProtKB	Q9FZ97	GO:0010246	rhamnogalacturonan I biosynthetic process	P
UniProtKB	Q9FZH5	GO:0000032	cell wall mannoprotein biosynthetic process	P
UniProtKB	Q9FZJ1	GO:0009834	plant-type secondary cell wall biogenesis	P
UniProtKB	Q9FZJ1	GO:0010417	glucuronoxylan biosynthetic process	P
UniProtKB	Q9FZJ1	GO:0010417	glucuronoxylan biosynthetic process	P
UniProtKB	Q9FZJ1	GO:0009834	plant-type secondary cell wall biogenesis	P
UniProtKB	Q9LE59	GO:0010289	homogalacturonan biosynthetic process	P
UniProtKB	Q9LF33	GO:0052546	cell wall pectin metabolic process	P
UniProtKB	Q9LF80	GO:0009969	xyloglucan biosynthetic process	P
UniProtKB	Q9LF80	GO:0010411	xyloglucan metabolic process	P
UniProtKB	Q9LFL0	GO:0009833	plant-type primary cell wall biogenesis	P
UniProtKB	Q9LFW1	GO:0009832	plant-type cell wall biogenesis	P
UniProtKB	Q9LFW1	GO:0071669	plant-type cell wall organization or biogenesis	P
UniProtKB	Q9LFW1	GO:0009832	plant-type cell wall biogenesis	P
UniProtKB	Q9LFW3	GO:0052324	plant-type cell wall cellulose biosynthetic process	P
UniProtKB	Q9LFW3	GO:0009834	plant-type secondary cell wall biogenesis	P
UniProtKB	Q9LIA8	GO:0052546	cell wall pectin metabolic process	P
UniProtKB	Q9LIN9	GO:0052325	cell wall pectin biosynthetic process	P
UniProtKB	Q9LJN4	GO:0045493	xylan catabolic process	P
UniProtKB	Q9LJP4	GO:0071555	cell wall organization	P
UniProtKB	Q9LJR7	GO:0009832	plant-type cell wall biogenesis	P
UniProtKB	Q9LJU0	GO:0071555	cell wall organization	P
UniProtKB	Q9LK99	GO:0042546	cell wall biogenesis	P
UniProtKB	Q9LMJ4	GO:0042545	cell wall modification	P
UniProtKB	Q9LN68	GO:0010417	glucuronoxylan biosynthetic process	P
UniProtKB	Q9LN68	GO:0052386	cell wall thickening	P
UniProtKB	Q9LND0	GO:0052543	callose deposition in cell wall	P
